metric_name,precision,recall,f1
response_time_1,0.6,1.0,0.7499999999999999
response_time_2,0.42857142857142855,0.6666666666666666,0.5217391304347826
response_time_3,0.631578947368421,1.0,0.7741935483870968
response_time_4,0.5333333333333333,1.0,0.6956521739130436
response_time_5,0.3,0.5,0.37499999999999994
response_time_6,0.2857142857142857,0.5,0.36363636363636365
response_time_7,0.2727272727272727,1.0,0.42857142857142855
response_time_8,0.3888888888888889,0.7,0.5
response_time_9,0.38461538461538464,1.0,0.5555555555555556
response_time_10,0.6,1.0,0.7499999999999999
response_time_11,0.6666666666666666,1.0,0.8
response_time_12,0.6428571428571429,1.0,0.782608695652174
response_time_13,0.4666666666666667,0.6363636363636364,0.5384615384615385
response_time_14,0.6,1.0,0.7499999999999999
response_time_15,0.5,0.8888888888888888,0.64
response_time_16,0.6428571428571429,1.0,0.782608695652174
response_time_17,0.6428571428571429,1.0,0.782608695652174
response_time_18,0.5714285714285714,0.6666666666666666,0.6153846153846153
response_time_19,0.5714285714285714,1.0,0.7272727272727273
response_time_20,0.7142857142857143,0.7692307692307693,0.7407407407407408
response_time_21,0.5714285714285714,1.0,0.7272727272727273
response_time_22,0.6666666666666666,1.0,0.8
response_time_23,0.3,1.0,0.4615384615384615
response_time_24,0.6666666666666666,1.0,0.8
response_time_25,0.6666666666666666,1.0,0.8
response_time_26,0.7142857142857143,0.6666666666666666,0.689655172413793
response_time_27,0.4,1.0,0.5714285714285715
response_time_28,0.5,1.0,0.6666666666666666
response_time_29,0.3,1.0,0.4615384615384615
response_time_30,0.0,0.0,0.0
response_time_31,0.5333333333333333,0.6666666666666666,0.5925925925925926
response_time_32,0.4,1.0,0.5714285714285715
response_time_33,0.4444444444444444,0.5714285714285714,0.5
response_time_34,0.5333333333333333,1.0,0.6956521739130436
response_time_35,0.5714285714285714,1.0,0.7272727272727273
response_time_36,0.3333333333333333,1.0,0.5
response_time_37,0.3,1.0,0.4615384615384615
response_time_38,0.6,1.0,0.7499999999999999
response_time_39,0.6666666666666666,1.0,0.8
response_time_40,0.5,1.0,0.6666666666666666
response_time_41,0.6666666666666666,0.7142857142857143,0.689655172413793
response_time_42,0.2727272727272727,1.0,0.42857142857142855
response_time_43,0.4666666666666667,0.7,0.56
response_time_44,0.5,0.625,0.5555555555555556
response_time_45,0.6666666666666666,0.7142857142857143,0.689655172413793
response_time_46,0.5714285714285714,1.0,0.7272727272727273
response_time_47,0.42857142857142855,1.0,0.6
response_time_48,0.6,1.0,0.7499999999999999
response_time_49,0.5263157894736842,1.0,0.6896551724137931
response_time_50,0.45454545454545453,1.0,0.625
