metric_name,precision,recall,f1
cpu_usage_1,0.4,0.5,0.4444444444444445
cpu_usage_2,0.5333333333333333,0.7272727272727273,0.6153846153846153
cpu_usage_3,0.0,0.0,0.0
cpu_usage_4,0.5333333333333333,1.0,0.6956521739130436
cpu_usage_5,0.4,1.0,0.5714285714285715
cpu_usage_6,0.5333333333333333,1.0,0.6956521739130436
cpu_usage_7,0.42857142857142855,1.0,0.6
cpu_usage_8,0.5714285714285714,1.0,0.7272727272727273
cpu_usage_9,0.6,1.0,0.7499999999999999
cpu_usage_10,0.6666666666666666,0.5555555555555556,0.606060606060606
cpu_usage_11,0.2727272727272727,0.42857142857142855,0.33333333333333326
cpu_usage_12,0.7222222222222222,1.0,0.8387096774193548
cpu_usage_13,0.5,1.0,0.6666666666666666
cpu_usage_14,0.7777777777777778,1.0,0.8750000000000001
cpu_usage_15,0.45454545454545453,0.5555555555555556,0.5
cpu_usage_16,0.4,0.5714285714285714,0.47058823529411764
cpu_usage_17,0.5,0.6666666666666666,0.5714285714285715
cpu_usage_18,0.375,0.42857142857142855,0.39999999999999997
cpu_usage_19,1.0,1.0,1.0
cpu_usage_20,0.5,0.625,0.5555555555555556
cpu_usage_21,0.5555555555555556,1.0,0.7142857142857143
cpu_usage_22,0.5,0.7,0.5833333333333334
cpu_usage_23,0.45454545454545453,0.625,0.5263157894736842
cpu_usage_24,0.3333333333333333,0.42857142857142855,0.375
cpu_usage_25,0.3333333333333333,1.0,0.5
cpu_usage_26,0.5714285714285714,1.0,0.7272727272727273
cpu_usage_27,0.5333333333333333,0.6153846153846154,0.5714285714285715
cpu_usage_28,0.375,0.6,0.4615384615384615
cpu_usage_29,0.6428571428571429,0.75,0.6923076923076924
cpu_usage_30,0.3333333333333333,0.375,0.35294117647058826
cpu_usage_31,0.45454545454545453,0.35714285714285715,0.4
cpu_usage_32,0.7142857142857143,1.0,0.8333333333333333
cpu_usage_33,0.5,0.5555555555555556,0.5263157894736842
cpu_usage_34,0.7142857142857143,0.6666666666666666,0.689655172413793
cpu_usage_35,0.3,0.25,0.2727272727272727
cpu_usage_36,0.42857142857142855,1.0,0.6
cpu_usage_37,0.5333333333333333,1.0,0.6956521739130436
cpu_usage_38,0.6428571428571429,0.6923076923076923,0.6666666666666666
cpu_usage_39,0.5714285714285714,0.7272727272727273,0.64
cpu_usage_40,0.4666666666666667,1.0,0.6363636363636364
cpu_usage_41,0.7222222222222222,1.0,0.8387096774193548
cpu_usage_42,0.5,0.5833333333333334,0.5384615384615384
cpu_usage_43,0.6,1.0,0.7499999999999999
cpu_usage_44,0.5714285714285714,0.5714285714285714,0.5714285714285714
cpu_usage_45,0.6666666666666666,1.0,0.8
cpu_usage_46,0.3333333333333333,0.36363636363636365,0.34782608695652173
cpu_usage_47,0.42857142857142855,1.0,0.6
cpu_usage_48,0.5,1.0,0.6666666666666666
cpu_usage_49,0.6153846153846154,0.8888888888888888,0.7272727272727274
cpu_usage_50,0.75,1.0,0.8571428571428571
