metric_name,precision,recall,f1
error_rate_1,0.2727272727272727,1.0,0.42857142857142855
error_rate_2,0.36363636363636365,1.0,0.5333333333333333
error_rate_3,0.5,1.0,0.6666666666666666
error_rate_4,0.5,1.0,0.6666666666666666
error_rate_5,0.5,0.5555555555555556,0.5263157894736842
error_rate_6,0.4666666666666667,1.0,0.6363636363636364
error_rate_7,0.2727272727272727,1.0,0.42857142857142855
error_rate_8,0.4666666666666667,0.7,0.56
error_rate_9,0.5,1.0,0.6666666666666666
error_rate_10,0.6,1.0,0.7499999999999999
error_rate_11,0.6666666666666666,1.0,0.8
error_rate_12,0.6,1.0,0.7499999999999999
error_rate_13,0.4666666666666667,0.6363636363636364,0.5384615384615385
error_rate_14,0.6,1.0,0.7499999999999999
error_rate_15,0.5625,1.0,0.72
error_rate_16,0.6428571428571429,1.0,0.782608695652174
error_rate_17,0.5,0.5555555555555556,0.5263157894736842
error_rate_18,0.5714285714285714,0.6666666666666666,0.6153846153846153
error_rate_19,0.5714285714285714,1.0,0.7272727272727273
error_rate_20,0.7142857142857143,0.7692307692307693,0.7407407407407408
error_rate_21,0.5714285714285714,1.0,0.7272727272727273
error_rate_22,0.6666666666666666,1.0,0.8
error_rate_23,0.6,0.6428571428571429,0.6206896551724138
error_rate_24,0.6666666666666666,1.0,0.8
error_rate_25,0.4444444444444444,1.0,0.6153846153846153
error_rate_26,0.7142857142857143,0.6666666666666666,0.689655172413793
error_rate_27,0.4,1.0,0.5714285714285715
error_rate_28,0.3,0.42857142857142855,0.3529411764705882
error_rate_29,0.3,1.0,0.4615384615384615
error_rate_30,0.7142857142857143,1.0,0.8333333333333333
error_rate_31,0.5333333333333333,0.6666666666666666,0.5925925925925926
error_rate_32,0.36363636363636365,1.0,0.5333333333333333
error_rate_33,0.4444444444444444,0.5714285714285714,0.5
error_rate_34,0.7142857142857143,1.0,0.8333333333333333
error_rate_35,0.4444444444444444,1.0,0.6153846153846153
error_rate_36,0.36363636363636365,1.0,0.5333333333333333
error_rate_37,0.3,1.0,0.4615384615384615
error_rate_38,0.6,1.0,0.7499999999999999
error_rate_39,0.6666666666666666,1.0,0.8
error_rate_40,0.5,1.0,0.6666666666666666
error_rate_41,0.7142857142857143,0.7142857142857143,0.7142857142857143
error_rate_42,0.2727272727272727,1.0,0.42857142857142855
error_rate_43,0.4666666666666667,0.7,0.56
error_rate_44,0.5,0.625,0.5555555555555556
error_rate_45,0.631578947368421,1.0,0.7741935483870968
error_rate_46,0.4,0.5,0.4444444444444445
error_rate_47,0.5,0.6363636363636364,0.56
error_rate_48,0.4,0.5,0.4444444444444445
error_rate_49,0.3,0.5,0.37499999999999994
error_rate_50,0.5,1.0,0.6666666666666666
